index,target
201,FBP1
1006,CTBP2
265,SPHK2
5167,ATP2B2
320,EIF2AK2
4464,BIRC7
1313,TNC
891,ACADM
528,SPP1
129,COL5A3
888,RALA
665,JAM2
1324,HSPA1L
668,ACTN2
4699,ARHGEF1
1348,GSTK1
871,SERPINE1
1352,ATP2B3
4391,YWHAG
119,EPO
4713,VDAC3
850,CYP2B6
5161,ADORA2B
4900,ADIPOQ
845,BMPR1B
1309,CCL4L1
896,PDHB
360,MYL3
5006,HSPA8
4655,HSPA1A
468,ARRB1
559,COL1A2
330,GSTA3
943,CAMKK1
140,CYP3A5
645,GABBR1
5137,MYLPF
1269,JAM3
1229,CUL1
339,HEXA
4674,SLC2A4
135,HLA-B
931,AKR1B1
1284,F11R
1289,UGP2
1292,GSTA4
357,GABBR2
901,EIF4E2
5007,PFKP
1270,EIF2AK4
1034,IL3RA
0,PFN2
2348,GAD2
1784,ANGPT4
3001,HLA-C
2603,EFNA1
1795,COL3A1
1800,PPARGC1A
2594,SPHK1
3683,CACNB3
3797,AGTR1
3210,GSTM4
3685,TNFRSF1B
3921,RALB
3208,YWHAB
3087,ANAPC5
2928,TLR5
2557,HSP90B1
3672,SOCS4
2999,ATP2B4
3669,BMPR1A
3927,DDC
1751,ACTN1
1905,GSTT2
3937,CR1
2652,CFL1
1981,RASGRP3
4191,MAP3K3
4190,CDC25B
2214,GRIA4
1931,YWHAZ
4062,HEXB
2629,UGDH
3649,DLG4
2625,EIF4E1B
2305,C2
2624,YWHAH
2191,MOS
2180,TICAM2
3697,HTR2C
3703,GSTP1
3084,PFN1
1860,CXCL2
3764,EIF2AK1
4071,SKP2
3034,MAP2K5
3768,GSTM1
1594,CDC26
2436,CACNA2D1
2462,FLNC
3900,CACNG2
3780,TNNI3
2245,HLA-G
2252,COL11A1
3784,CYP1B1
3371,EFNA2
4109,CACNG6
3040,NCK2
3037,IL2RA
1911,VCAM1
3901,LDHA
2238,MGST3
3705,HLA-E
2547,GSTT2B
4015,PLAU
2279,GLI2
2269,RYR3
1831,GSTM2
4146,SOCS2
4069,IL3
3405,CSNK1D
3726,TNN
2512,EPHA2
2502,ZAP70
2500,TPM4
3022,MDH2
1849,ADRBK2
2232,NOTCH1
3016,CDC25C
1891,CACNG3
3792,FBP2
3626,PPIF
1637,NCK1
2856,CNGB1
4037,CSF3R
2092,ANAPC2
2944,COL5A2
2098,EDNRA
3261,LHCGR
3842,CDC16
2838,CRTC2
2105,TNNT2
1675,NPR1
3854,CTBP1
3530,GHR
1676,SKP1
3977,ACTC1
2863,ALDOA
2342,NOD1
1636,GPI
2874,COL24A1
4011,COL11A2
2930,EIF4E
3463,CCNA1
3464,CACNA2D4
3152,CASP7
3466,HTR2A
3264,ANAPC10
2790,MYL5
3458,GSTO2
3471,SRM
2916,SMS
2076,EFNA3
3158,HTR2B
2022,CACNB4
3830,COL27A1
4257,FCGR2A
2041,ERBB3
2112,PPARA
3059,TNR
2776,IL4R
2717,CAMKK2
1708,RIPK2
4045,GADD45A
2712,ACTN4
3606,HMGCS1
3607,AMH
4215,FOSB
3293,YWHAQ
2003,GSTA2
3221,GADD45G
3616,PFN4
3619,HSPA1B
2975,MAD2L1
2978,CACNA2D2
3220,PPP2R3A
1744,ID1
2695,C4B
2160,RYR1
3592,TLN2
1702,CFLAR
2775,CD3E
3858,GH2
2122,GSTM3
3558,DOCK1
3044,VTN
3572,TNFRSF13C
2133,ANAPC11
1706,C1R
2735,TLN1
3587,CACNG5
1694,CCL4
3225,CACNB2
2153,INPP5D
3434,HLA-A
3947,NGFR
1699,GH1
3227,CACNG7
3066,COL4A5
1655,HBEGF
4636,IL10RA
1134,ITGA1
4539,TNNC1
3148,CSF1
3980,HSP90AA1
3972,CSNK2A1
3135,RPS6
971,ESR1
1084,ATP2A2
1050,LTBR
2163,GUSB
138,COL4A4
2197,RAPGEF1
3914,MDH1
2228,PPP1R1B
4596,TEK
2179,PPP1R12C
2545,TNFSF11
3821,DLD
4881,PPP2R5D
553,MMP2
2984,TRAF1
4888,CTNNA1
541,COL4A2
519,CCNB2
2714,PRL
488,ABAT
3590,PTCH1
258,PPP1R12B
2757,TSC1
4953,IL2RB
439,PPP2R5E
2777,ADRB2
5081,VASP
430,CYP2C8
2815,IL2
3444,NOS1
2844,CYP1A1
386,CTNNA2
383,IFIH1
2854,CSNK2A2
284,NFKBIE
2889,COL4A1
3455,GLS2
3483,ETS1
2912,RELB
325,NCF1
5034,TJP1
303,PIP5K1B
421,EIF2S1
3643,CFTR
3646,FLT4
233,PRLR
3816,CHRM2
4701,COL4A6
879,TIRAP
160,GLS
862,ADRA1B
2383,SLC8A1
167,CSNK2B
3041,FCER1G
838,PLCZ1
4720,STK4
3391,HSP90AB1
3785,VCL
2415,GYS1
4735,MYL12A
3396,C1QB
5106,BTK
748,DAG1
591,TNFRSF10C
615,SLC9A1
2998,GLUD2
2587,CASP10
3687,EZR
2571,ENPP3
890,ADRA1D
2569,TPM1
219,MYL12B
2540,IL4
3711,RASSF5
4768,IL10RB
3033,IL6R
737,RAPGEF4
4810,PGF
2052,PLB1
3071,PKM
1807,LOC400927-CSNK1E
4056,BMPR2
4369,ITGA7
1187,RASGRP2
4354,ITGA8
4416,PPP2R5C
4398,GLUD1
4075,TLR3
4077,CTNNA3
1176,PRKCI
1890,BDNF
1291,TNFRSF11A
1179,INPPL1
4,TNFRSF10A
2001,CD38
4163,ITGA11
4224,CCL5
65,CHRM1
1868,ITGA10
4432,ENPP1
1712,ANGPT1
1879,COL4A3
1935,PPP2R5A
1938,PPP2R5B
1978,TNFRSF10D
4297,GYS2
3186,GRIA3
1604,TAT
1210,CXCR4
3157,YWHAE
1295,CSNK1E
2020,C1QA
4117,C1QC
4093,GRIN3A
4162,PIP5K1A
1690,CDH1
1689,GADD45B
4272,STK11
1566,GRIN3B
3594,HADH
2281,RXRB
1969,MYH7
217,ITGB4
2506,FXYD2
2586,IL2RG
5217,PPAP2A
2215,MAP3K5
4639,PIP5K1C
1967,NFATC4
2751,LEPR
1692,MAOA
489,MYH6
1942,GRIA1
16,LAMB1
2222,BTRC
3665,CYP2E1
58,RBX1
2745,LAMC3
2738,LAMA4
1372,RPS6KA6
4852,PYCARD
2302,SLC2A1
4673,BCAR1
1239,ARHGEF12
3818,PLA2G16
1748,FGF23
2663,CDKN2B
550,RALGDS
552,FGF12
3318,MLLT4
555,GOT2
4139,GAB1
872,FGF14
2656,GNAL
861,ATP1A1
3053,IL18
3413,LEP
2634,ADORA2A
4105,RAPGEF3
3798,FGF17
235,TRAF5
1926,PPAP2B
3823,PPAP2C
4201,RXRG
4341,GNA12
4668,LCP2
4671,LAMB4
4322,ITGA9
3851,FGF7
2311,FGF6
3849,EIF2AK3
2322,GRM5
914,FGFR4
2409,ITGB8
157,FGF20
2326,ATP2B1
3656,FGF3
3655,ATM
3834,ARPC5L
1934,LAMC2
3627,ACACA
1711,RHEB
1005,KITLG
2431,MAP3K1
3437,MAPK7
757,CYP2A6
3276,ATP1A2
4560,ATP1A3
4503,PLN
2849,ARPC2
3971,RPS6KA3
3516,IRS4
1546,FOXO1
3002,ADRA1A
3127,MAOB
4571,PARD3
4128,CDK1
5155,PGM2
4044,CXCL12
4625,ATP1B2
121,FGF10
2011,RPS6KA2
1174,NFKB2
368,FGF9
1115,FGF11
306,ATP1B4
3468,PGM1
4153,FGF21
106,RPS6KA1
1828,NTRK1
680,PTK2B
72,LAMA1
5021,HDAC2
4036,ARRB2
2077,ARPC1A
637,ARPC5
3991,FGF5
2895,PDE3B
3336,ARPC4
2893,GOT1
4255,LAMB2
2015,TIAM1
5210,AOX1
3953,ATP1A4
275,FBXW11
1011,FGF19
3722,GNA13
3552,FGF18
2169,VEGFC
3098,ATP1B3
3940,RASSF1
3765,ARPC3
1990,LAMA5
3091,CYP2C9
4134,LAMB3
3551,FGF16
1018,MMP9
5140,CASP1
1818,IRF9
618,FGF4
3090,JAK3
437,CSF1R
1970,ITGB6
1505,FGF22
4161,KIT
1517,ATP1B1
1068,FGF8
614,TPM3
4585,FIGF
4102,VEGFB
4975,FGF13
5108,LAMA3
1057,TNFSF10
415,ARPC1B
2803,GAB2
2795,TNFRSF10B
5148,XIAP
3219,PLA2G10
744,PLA2G2E
565,NGF
3039,LAMC1
3215,ITGB5
635,TLR9
3741,ADH5
5111,BMP2
3755,PRKCQ
5084,LAT
830,KDR
621,PLA2G12B
4855,SOCS1
28,EIF4EBP1
1794,RIPK1
4383,PLA2G1B
724,PLA2G2D
301,ACACB
851,ADH7
4321,PLA2G12A
139,PLA2G5
1810,WASF1
4060,FGF1
4589,PLA2G2A
4973,APC
1516,PLA2G2F
4980,KCNJ5
2832,MAVS
3565,ADH1A
4576,MRAS
210,FOXO3
3978,APC2
371,RRAS2
2109,PRKG2
4040,C3
675,CHRM3
3717,GRIA2
1557,PAK3
678,TGFA
390,ADH1C
1896,PAK7
1007,PLA2G3
3018,FLT1
3637,PLA2G2C
3804,IL1A
1922,KCNJ9
1809,PTPN6
2337,HIF1A
69,WASF2
4350,ADRB1
4082,DRD2
2702,CYP3A4
1212,FN1
4343,RPS6KA5
1234,PKLR
4919,EHHADH
4654,PXN
2270,PAK6
3591,ADH1B
667,BMP4
3207,IL4I1
4469,TSC2
3288,ADH6
4460,ITGA3
1228,ADH4
4802,HDAC1
2972,RYR2
3212,IL1R1
3469,PPP1R12A
1563,FZD10
4288,MYLK3
331,TRAF3
343,PPP2R2B
2937,DVL3
3485,PRKAG2
3262,GRIN2C
4244,IRF7
2958,LYN
1688,PLCE1
4317,MYLK
4946,RRAS
2753,STAT2
469,GCK
475,DVL2
3584,HADHA
2728,PPP2R2A
4338,FGFR2
1449,PAK2
1741,MYL2
24,PRKG1
4355,ALDH3B2
1428,TYK2
2649,IKBKE
1401,PRKAB1
2620,FZD2
4848,ITGB7
5198,GRIN2D
221,DVL1
1824,F2R
1838,ECHS1
4506,HK3
5175,PRKAG3
4546,IL12A
2060,PRKAB2
2014,THBS1
4575,MYL9
1965,FZD4
3994,FZD8
4423,ITGA6
1255,HKDC1
2433,BIRC3
790,FZD5
2218,PDGFD
2365,IRS2
2430,FZD6
3967,MYLK4
994,FZD9
4484,STAT5A
1016,CBL
5112,FZD1
4095,FZD7
3918,PRKAG1
825,ITGA5
3187,ALDH3A1
2477,TICAM1
2479,BDKRB2
2446,ABL1
4019,CBLC
3349,HK2
3008,ITGA4
1846,FGF2
2510,GRM1
2304,PPP2R2D
2257,PPP2R2C
2251,PAK4
3986,HK1
954,ALDH3B1
734,ALDH1A3
2000,CYP1A2
3739,MYLK2
1526,BID
373,IL12B
843,PTGS2
4719,ITGA2
4798,PRKCE
2759,WASL
3480,PDGFC
4868,WNT9B
4568,CACNA1B
3492,GRIN2B
3599,RXRA
2370,FGFR3
4677,WNT10B
4231,CCNE1
3061,ITGAV
4330,ITGA2B
4566,GUCY1A3
546,STAT5B
3083,WNT6
1961,WNT8A
2769,WNT7A
3611,GUCY1A2
1226,PLD2
1120,G6PC3
837,WNT7B
4523,WNT16
4435,GRIN1
4864,BIRC2
3189,WNT11
2605,FZD3
1569,GUCY1B3
1573,KCNJ3
5090,CBLB
1574,WAS
3344,G6PC2
3353,GRIN2A
4776,PTPN11
2558,CXCL8
2056,NFATC3
5040,KCNJ6
1817,PLA2G6
4279,DRD1
3719,TRADD
3346,CAMK4
4485,WNT10A
620,PRKCZ
1138,WNT5A
4243,WNT1
4184,WNT2B
4002,WNT2
2293,CCND3
4727,WNT8B
2959,WNT9A
2195,G6PC
4533,CCNE2
1087,WNT5B
4289,TAB1
4610,DDX58
1061,UGT1A7
2275,TBK1
3562,UGT1A3
4619,UGT2B4
262,APAF1
3563,IFNA16
1488,NOS2
2152,ALDH1B1
2748,PCK1
283,IFNA13
453,SYK
4499,RPS6KB2
2773,MAP3K14
1670,CACNA1S
3249,VAV3
2785,VAV1
5061,IFNA8
2187,TAB2
2952,UGT1A5
2752,PRKAA2
2351,CACNA1F
492,IL10
3981,ALDH9A1
1766,PCK2
1770,IFNA5
579,UGT2B11
3457,UGT2A2
4110,FADD
607,IFNA6
231,WNT3
4114,UGT1A8
4738,ACAT1
1776,IFNA17
345,CD86
1597,UGT2B17
627,NOS3
1310,IFNA10
1375,WNT4
4520,UGT2A3
2576,PRKCD
3461,ITGAL
3737,IFNA1
3724,ITGAM
694,UGT1A4
3716,UGT2B28
688,LAMA2
1883,ALDH3A2
1760,UGT2B7
5181,ICAM1
1133,UGT2B15
1106,IFNA7
495,UGT1A1
3866,IFNA4
2107,NFATC2
3604,UGT1A6
3060,SOCS3
5004,UGT2A1
3182,CD80
1722,BCL2L1
910,IFNA2
5123,WNT3A
4259,IFNA21
1122,ALDH2
530,IFNA14
2982,IRF3
1927,RPS6KB1
4978,HGF
2362,ACAT2
3812,UGT1A9
4193,CD14
1432,UGT2B10
4038,UGT1A10
2992,GNA11
4444,PRKAA1
1066,IFNAR2
3331,SHC3
2887,CDKN2A
3456,ITGB3
3478,RAP1B
4531,LEF1
4229,TCF7
2804,FGFR1
1917,PPP2CB
568,PPP2R1B
1398,MAP2K3
2621,PPP2CA
951,IFNAR1
1392,MAP2K4
2742,MAP2K7
1933,TCF7L2
4480,IRAK1
3673,PPP2R1A
5075,RAP1A
1053,TCF7L1
192,BAX
1491,PLD1
1191,CACNA1A
2470,IRAK4
4404,CD28
2954,GNG4
1259,CDK6
3412,MAP2K6
835,CD40LG
646,GNG8
600,SHC1
1286,PTK2
1858,GNG7
3467,GNG5
3154,ERBB2
4811,GNGT2
2047,CCND2
3382,VAV2
3857,GNB5
459,GNG11
1242,SHC2
3925,ALDH7A1
444,INSR
3075,CDK2
952,GNG2
251,IRS1
1096,ATF6B
3322,IFNB1
4910,GNB4
1197,GNG10
1508,IL6
4346,NFATC1
1553,GNB2
3502,SHC4
3021,FYN
1029,E2F2
2948,SMAD4
5042,TGFBR2
3174,ELK1
356,GNG13
3177,CD40
625,JAK2
4182,E2F3
805,MET
4008,CDKN1B
291,E2F1
507,SMAD2
1427,GNB3
2466,GNGT1
2532,GNG3
5047,PAK1
2996,TGFBR1
5072,RB1
4273,IL1B
4934,CACNA1D
691,PDGFA
723,MTOR
780,GNG12
4729,MDM2
828,TRAF2
526,VEGFA
2389,IFNGR1
494,CRKL
1387,LOC648044
4595,GNB1
1734,CDK4
1841,CRK
4476,IFNGR2
1141,SMAD3
3317,ITGB2
815,TLR2
5176,PDGFB
304,NFKBIB
146,BCL2
2914,CACNA1C
2909,ROCK2
5154,TGFB3
4285,PDGFRA
1458,MYD88
435,ITGB1
662,STAT3
3890,ROCK1
3670,GNAO1
4835,PDGFRB
1362,CASP8
73,JAK1
556,MAP3K7
1397,STAT1
1681,PTEN
2346,IFNG
2781,ATF2
2684,TNFRSF1A
322,CYCS
1877,TRAF6
854,TGFB1
2490,PPP1CB
939,CREB5
965,IGF1R
53,CREBBP
2404,PPP1CA
3629,PPP1CC
2716,EP300
2299,CREB3L4
4578,CREB3L2
4471,TGFB2
2810,CDKN1A
1920,CREB3L3
4526,JMJD7-PLA2G4B
1484,PLA2G4C
4592,CREB3
606,FAS
705,INS
323,PDPK1
1852,ACTG1
2548,RAC3
1357,CREB3L1
4563,ACTB
1154,PLA2G4D
4682,EGF
34,FASLG
5000,SRC
3962,TLR4
2422,PLA2G4E
2170,PLA2G4A
1894,PLA2G4F
3012,PLA2G4B
3633,MYC
348,ATF4
3252,CASP3
4550,PPP3R2
137,PPP3R1
4807,IGF1
4305,CTNNB1
4588,PPP3CA
2205,CASP9
1031,RAC2
1806,PPP3CB
647,FOS
1280,PPP3CC
3990,CAMK2D
3394,TP53
5147,CDC42
2911,CAMK2A
3709,CAMK2B
4670,CAMK2G
4324,ITPR2
3196,ARAF
376,PLCG1
4081,PLCG2
4140,BAD
4752,CREB1
3806,ITPR1
3171,TNF
4607,RHOA
2704,ITPR3
1482,IKBKG
1783,CCND1
4789,CALM1
5136,CALML5
991,CALML6
761,CALM2
809,CALML3
97,CALM3
2616,GNAI1
1743,GSK3B
4616,GNAI3
3265,EGFR
1374,GNAI2
3141,ADCY7
154,CHUK
4250,NFKBIA
4519,ADCY2
4990,ADCY4
1080,SOS2
3100,BRAF
2636,SOS1
1899,RAC1
4962,ADCY8
4242,GRB2
2335,JUN
3097,ADCY6
935,GNAQ
2029,ADCY3
102,ADCY9
268,ADCY1
4248,ADCY5
1211,MAPK11
2651,GNAS
2899,MAPK13
2974,MAPK14
2515,IKBKB
3524,MAPK12
3172,PLCB1
4173,PLCB4
2069,PLCB3
4765,PLCB2
2440,MAPK10
2841,MAPK9
2630,MAPK8
539,PRKCG
1474,RELA
2374,MAP2K2
4351,NRAS
4068,HRAS
1041,NFKB1
2176,PRKACG
31,PRKX
2403,PRKACB
3686,PRKACA
3773,KRAS
3674,PRKCA
4767,RAF1
4573,PRKCB
2955,MAP2K1
2518,AKT1
3527,AKT2
960,AKT3
4924,PIK3R1
2307,PIK3R3
3130,PIK3R5
454,PIK3CG
3545,PIK3R2
4582,PIK3CD
525,PIK3CB
392,PIK3CA
3668,MAPK3
1320,MAPK1
