index,target
3389,SUV39H1
2555,OR2L3
3058,GATB
2554,OR10A2
3381,MIR199A1
2495,HSD17B8
3074,OR10X1
2496,GNRH2
2497,MGAT4A
2498,STAG2
2499,ASAP3
3735,DRD4
2494,U2AF1L4
2501,RAP1GAP
2503,PIGH
2504,RDH12
2505,POU2F3
3073,ANK1
3731,OR52E2
3730,GAS1
2509,DKK2
3733,FUT3
2493,OR1C1
3736,SH3BP2
2491,NAGS
3748,MIR221
2473,SDHD
3373,PMAIP1
2474,NLGN2
2475,UBE2D2
2476,PAFAH1B2
3076,PLXNB2
3747,OR2A1
2478,KLRC4
3744,HAL
2481,GABRG3
2482,REST
1679,ABO
2485,TACR3
2486,TACR1
3374,OR6C65
2489,ACAD8
2511,ENOPH1
2298,DOT1L
2513,ACPP
2516,SCN7A
2536,ATP4A
2537,SEMA3D
3713,OR6T1
3712,PPOX
3710,TAS2R45
2541,NXF5
2542,ABLIM1
2535,EXT1
2543,NCKAP1L
3708,MAN1C1
3063,OR2V1
2546,PIGV
3062,SETMAR
3379,PSME3
3704,LILRB5
3380,LILRB2
3064,GABRG2
2534,MIR124-3
3065,ASAH1
3714,CLDN6
3072,MGAT4C
2517,ATP5D
3723,GCH1
2519,GATA3
3376,NNT
2520,PARVB
2521,SOD2
3069,PVRL4
2522,HIST2H4A
3068,MIR17
3377,HSPD1
2527,HIST3H2A
3378,BRCA1
2528,OR4L1
3718,OR5AK2
2530,DHRS9
2531,DKK4
3727,NEUROD1
2484,STIP1
1639,HIST2H2AB
842,RDH5
612,HIST1H2AC
613,B3GALT2
616,OR1K1
4843,PDSS2
619,B3GAT3
4840,SNW1
4837,DBT
622,P2RY2
4846,GABRA5
623,RAG1
4836,NMNAT2
626,TRIP6
4833,ASAP1
4832,TEAD3
630,OR5M1
631,CTGF
632,TKT
636,ACSM2A
624,DHCR7
4828,HDAC11
4847,SCN4B
608,NXF1
585,OR4M1
587,OR5K2
588,HIST1H3A
589,ARG2
590,SOAT2
4858,FPGS
4856,TIMP1
593,DNM1
609,MIR449A
594,IL17F
596,MCM4
597,TAS2R40
598,BCL2L2
599,SLC22A3
603,GABRB2
605,AJUBA
4851,RASAL3
4850,HHEX
595,ACYP1
584,MIR520G
638,KMT2C
640,GTF2E2
4808,OR52N1
4806,MED30
4805,OR11L1
673,MOCS2
4803,OR10K2
676,RHO
677,OR5K1
4801,OR10H1
669,ASIP
679,BCO1
4796,TBKBP1
683,OR4C13
684,NUDT9
685,ALG9
686,OR8U9
4795,MIR19B1
4792,RILP
4790,MTCP1
4800,MED12L
639,OR6M1
4809,MED17
4814,BCL6
4826,DAD1
643,PIP5KL1
644,DNM3
4825,OR5L2
4823,UBA7
648,DHRS4
4822,OR51A2
651,B3GNT3
666,PGS1
653,SETD2
4819,F11
4818,ALOX12
659,AGMAT
660,OR2A7
661,COL21A1
4817,PPT2
4815,ACHE
664,SSTR5
4820,STAM
582,TRPV2
4861,ALS2
580,AMY1A
503,TAS2R14
4909,SEMA3C
508,HIST1H2BD
509,SCN1A
510,PRICKLE1
511,OR51G2
4908,OR2C1
513,SSTR1
502,ST6GAL1
4905,MIR128-2
517,HAGH
4903,SMEK2
520,SOX17
4899,BPNT1
522,MIR32
523,PNPO
4898,ACOX2
4897,OR14A16
516,GGCX
4896,RGN
499,OAT
4913,OR2M3
4933,SMPD3
4932,PNLIPRP3
4931,PLXNC1
4930,LAMTOR3
474,CPEB4
477,VIM
479,CLDN1
4926,OR6C74
498,YES1
482,GNRHR
4925,PPP1R3F
485,OR2A42
486,KCNJ12
4922,NEFM
4921,SOAT1
4920,OR51I1
4915,TAS2R9
4914,DAAM2
483,MIR19A
527,OR9Q1
4895,OR1A1
529,CYP2F1
4880,SCD
557,TBL1XR1
558,OR52A1
4878,AGTR2
4876,AK8
4875,KLK2
4870,MIR143
567,WEE2
4882,CAMK1G
4869,FFAR2
571,TTF2
573,OR8U1
574,PIGF
575,NOS1AP
576,TRPC6
577,CYP21A2
4863,OR8U8
4862,ABLIM2
4866,ATP6V1B1
554,OR4A47
4883,ITGAE
551,ANK3
4894,ENPP4
532,OR6A2
533,SMPD4
534,OR2W1
535,HIST1H4C
536,DPYSL2
537,ATP5G1
4892,STIM2
540,TEAD1
4891,MNX1
542,OR6N2
543,SPTLC1
4890,EPB41L1
545,PDIA4
4889,OR1Q1
547,GATC
4887,PLOD1
4886,DUOXA2
4885,CERS4
4788,GALNTL6
692,QARS
4787,MIR34A
4786,TNFSF9
852,ZMPSTE24
4710,NUMB
4709,HYAL4
855,NPL
859,AMACR
860,TNFSF8
4707,ACOT7
4706,IL25
4712,OR51V1
863,NEUROG3
865,ATP6V0E1
866,PIGM
868,ATP4B
869,CD34
870,B3GNT5
4705,OR10K1
4704,EFNB3
873,MIRLET7G
864,TREM2
874,AK2
4714,ATP6
847,NR3C2
823,ATP8
826,ADO
827,TAP2
4725,OR4F21
831,OR5J2
832,NCOR2
833,CYP39A1
834,NGFRAP1
4715,OR3A3
4724,HIST1H2BJ
4721,DAK
4718,AASS
839,SCLY
840,MIR30B
841,OR52E4
1677,HIST1H2AA
4716,OR2T2
846,ELOVL2
4723,YAP1
875,DUOX2
4703,PSENEN
877,AMY1B
4680,MIR9-2
915,LSS
916,MIR205
918,OR51A7
4679,ENPP2
920,OR51Q1
921,KIF23
923,PRSS3
913,PTPN5
4678,FBXO5
926,OR4X1
927,HES5
928,ZMAT3
930,RAPGEF6
4675,TCL1B
932,CYSLTR2
933,UPRT
4672,GALC
925,SARS
4681,MIR214
4683,DNAJC3
909,ME2
878,HIST1H2BK
4702,TP53BP2
881,B4GALT7
883,CSNK1G2
884,TRRAP
885,DYNC1LI1
4697,SMC1A
893,NAT1
4691,OR1L1
4689,OR51E1
897,OR4X2
898,OR8J1
4688,RASA4
900,MIR520A
902,CLDN7
4686,C1QBP
904,PPP4C
906,HIST3H2BB
908,PTGFR
822,SIK2
467,OR10AD1
821,LRRC4
819,OR11H12
733,DAPP1
4766,DEGS1
735,MEF2B
736,CLDN20
4764,HAO2
738,MIR602
739,GALNT9
740,ICMT
732,OR4K15
4763,OR10A3
4762,LPGAT1
745,OR2M2
746,LUM
747,TOLLIP
4760,CRYL1
749,PTPRR
751,PTGES
752,FOXA2
742,TKTL2
4759,TBPL2
4769,OR7C1
726,ZFYVE9
696,MOCS1
697,HMOX2
698,CEBPG
699,TAS2R5
4784,ACER3
703,OR10G4
704,SEPHS2
4783,LCT
729,HIST3H3
4782,HIST1H4J
710,YBX3
711,SLC40A1
712,OR7D2
714,ARHGEF26
715,ORC3
719,B4GALNT1
721,ELOVL5
4771,AGRN
4781,TBX3
4758,GLO1
4757,OR5H6
4755,OR5AS1
794,GPC3
795,MCM2
4741,ORC2
798,SLC45A3
799,OR14C36
800,NUP98
803,TP53AIP1
804,ECHDC1
793,CES2
806,CD58
808,TRHR
810,EPHB3
811,ALG5
812,CD72
813,MYH15
4733,SIRPA
817,HYAL3
818,HIST1H4F
4737,EPB41
792,PDXK
791,OR2T6
789,H2AFZ
4754,OR4C3
762,MIR135B
763,ELOVL6
766,QPRT
767,PLK4
770,OR4A15
771,CRY2
772,SRSF6
773,FNTA
775,LIPT1
776,ALPPL2
778,SDS
782,SGPL1
783,OR7A10
4745,ERBB2IP
785,ARHGEF4
786,MTHFD2
4744,TDO2
4743,LOC102723532
820,CYP4F2
937,PIGN
466,ALG13
463,KLF4
5144,MIR16-2
5142,VANGL2
141,TNFSF18
5132,PTDSS2
147,KNG1
148,PGLS
149,CUL2
152,ORC4
5145,CAMK1D
5128,EDA2R
5125,RDH11
5122,LSP1
159,STX4
5121,CYP11B2
161,CALD1
163,IGF2
164,OR8H1
5120,SCN5A
5127,PPA2
170,EGR3
5146,FDFT1
131,MAPK8IP2
5159,BTC
113,EPHB4
114,NLGN1
115,SAV1
116,HNRNPK
117,EPHB2
118,GALNT8
5158,OR10H3
5149,MIR122
5156,F5
122,OR2L8
123,OR13F1
5152,GALNS
125,ACOT1
126,ATP6V1G3
127,TNFSF12
128,TBC1D4
130,ACPT
5153,MTNR1A
111,OR52I2
173,MAP4K1
175,SQLE
209,OR1A2
5097,LGMN
211,GNAT1
5096,OR8I2
213,OR2AP1
214,OR4K13
215,COQ7
216,H2AFJ
208,SLC1A2
5095,GALNT18
5092,TEAD4
5091,PTPN7
222,C8G
5088,HLCS
224,LILRA4
5087,DPAGT1
227,SHROOM2
228,PRODH2
5094,CAMKMT
174,OR6C2
204,SRSF4
5100,MIR181D
176,C1GALT1
5110,OR52B6
179,KHK
180,OR4C15
181,NCOA1
183,ETV7
5109,TRPM8
185,MIR103B1
203,NLGN4X
186,PNPLA2
5105,OR9K2
5104,MEFV
194,PYDC1
195,HIST1H2AI
196,PLXNB1
5103,OR51S1
198,ACADL
5102,PRDM4
191,PTH1R
5160,CNGA2
109,OR1S1
107,ABCC1
5199,LDHD
32,HIST1H2BH
33,HIST1H3H
36,F12
38,OR5T2
39,PILRA
5194,C1GALT1C1
42,IFIT1B
29,ALG11
43,PPM1D
5193,RCAN2
46,NMNAT1
5192,OR5T1
48,ST3GAL5
49,PFAS
50,NSDHL
51,ABI2
52,PF4V1
44,CYP26B1
5191,OR5B12
5200,TRPV1
26,PECAM1
5216,LTB4R2
5214,OR2G3
5213,OR3A2
5212,OR5K4
5211,OR1E1
9,FST
10,EPHX2
12,MTHFS
27,GABRD
13,RASD1
15,MAN2A2
5206,IQGAP2
5205,B3GALNT1
18,OR4C45
19,OR4F4
20,ACSM1
21,WEE1
23,BTD
14,PNPLA3
54,FMO5
55,GIF
56,EFNB2
5171,BAK1
87,OR51E2
5170,STS
89,NRG2
91,HNF1B
92,CERS5
93,PIGO
5168,OR4F17
5174,LPAR6
95,GCAT
5166,GCLM
99,ARC
100,ADAM10
101,ACADVL
5165,IDH3B
103,KLK1
5164,LTBP1
105,TXK
96,TOMM40L
83,OR10G7
5177,UGCG
81,ATP6V1E2
57,NUMBL
5190,ALPP
59,OR4K14
60,MAN1A2
61,EEF1A2
62,SLC44A1
63,OR2K2
5189,OR10J5
5188,ASAH2
66,LAMTOR5
67,IDI1
5187,MIRLET7C
5186,PARVA
71,NXF3
5184,GALNT5
74,OR10S1
75,NKX6-1
79,HSPB2
5178,PAX4
229,CHDH
230,CSAD
5085,OR10R2
232,KCNJ14
381,POU5F1
4991,GJD2
384,RAB10
385,EGR2
387,NANS
4988,ACSM2B
4985,OR6C70
393,ACMSD
4994,PLA2R1
4984,MTAP
4982,LILRB4
397,SRSF9
398,MIR125B2
4981,SPRED2
400,OR13C9
401,LATS2
402,AMPH
403,ST6GALNAC3
4983,ALAD
404,SGPP1
4995,OR51M1
374,OR13J1
5013,OR56A5
349,THRA
351,PDCD1LG2
5012,OR8K3
5011,MOB1B
5010,SLC22A4
358,KLRC4-KLRK1
5008,CSNK1G1
375,SRPK1
361,HIST1H2BM
363,OR7D4
364,NCOA2
365,SND1
5002,PGK2
5001,MIR181B2
4998,OR51G1
4997,SLC44A5
4996,SLC51A
362,OR7A17
406,AK7
407,ATP6V1E1
408,MMP7
440,PDXP
4955,SLC10A1
443,OR5P2
4952,NAGA
4951,ONECUT1
447,KCNJ16
4950,LIPC
4948,CARD8
4957,GALNTL5
450,WWTR1
4945,PISD
4943,TPH2
4942,B3GALT6
457,AGK
4941,PANK4
460,TANK
461,OR51T1
462,FUT7
452,NEFL
4958,FUT8
436,OR2B3
4961,CAB39L
410,OR8S1
411,SLC22A5
412,OR51F2
414,TBC1D1
4972,U2AF1
416,MGAT5
4971,OR7G3
418,CXXC4
419,MIR135A2
420,GZMA
4969,ULBP2
424,OR8K5
425,HDAC5
427,FHL2
429,OR13C5
4963,NPY1R
432,LYPLA2
433,GGCT
434,HPR
5014,MVK
4939,OLAH
346,GALNT3
5017,TIGIT
259,SOX9
5066,HIST1H4H
261,LOC390877
263,TAS2R39
264,GK2
266,IL26
267,CYP26C1
5063,SDR16C5
257,OR2T12
271,MAP3K6
5059,WHSC1
274,MIR23A
278,SH2B3
280,DTX3L
281,MIR133A2
282,CDC37
5054,OR4D6
285,KLC4
272,DLG3
286,ME1
256,MARCKSL1
254,OR12D3
5083,ACER2
5082,OR10AG1
5078,AQP2
237,OR8G1
238,CHIA
239,A4GALT
5077,RAB14
241,HGSNAT
255,CD47
242,DICER1
5076,NRXN2
245,PDE8B
247,AMPD2
249,OR10T2
5071,SESN1
5070,EPHA6
252,OR4D5
253,PANK3
243,LRAT
287,NPPA
5051,HIST1H3F
289,DKK1
319,MIR129-1
5030,TMEM86B
321,BCKDHB
5029,SNAI1
5027,HCAR3
5026,OR1J4
329,HBB
5024,HSD11B2
318,HAP1
5023,KCNJ4
333,PREX1
336,OR2B11
337,PHOSPHO2
338,ETV6
5018,MIR26A2
340,MIR125A
341,ALPI
342,GALNT13
332,SDHB
317,HCST
316,HSPA5
5032,SEMA4C
290,HDAC8
5049,MIR181B1
293,RFWD2
294,NEU4
295,THBD
296,PIGA
297,OR56B4
5048,TBL1Y
5046,TP53I3
5045,RFNG
302,LTC4S
5041,OR6C4
5039,OR10H2
307,HIST1H2BG
5036,PRKDC
5035,MIR129-2
310,SIGLEC1
311,SHROOM4
312,BMI1
5016,PGAM5
4666,NR1D1
3278,OR2V2
940,HIST1H3I
1360,MAP3K12
4390,MLXIP
4389,OR2T5
1363,OR6Y1
1364,ACSM5
1365,TACR2
1366,MMP1
1368,F10
1359,OR4C6
1369,GABRQ
1371,SLC12A2
1373,PPA1
4386,DHRS4L2
1376,IDH3G
1377,PPP1R3B
4384,OR6K3
1379,PIGT
1380,MTHFR
1370,FOSL2
4382,LHPP
4392,LRP6
1355,IL17B
4402,SV2B
1333,RASAL2
4401,XYLT1
4400,OR1I1
1336,NEFH
1337,LMO7
1338,ENPP7
1341,OR8G5
1356,GRAP2
1342,AFMID
4399,MB21D1
1345,HBA1
1347,OR12D2
1349,IRF5
1350,SPN
4396,PGP
4393,OR6B1
1354,APP
1343,FERMT3
1382,ELOVL4
1384,MIR101-2
1385,OR2W3
1419,ALG14
1421,PTS
4363,NSD1
1423,CLDN17
1424,TLR8
1425,OR11G2
1426,GZMB
4362,PGAP1
1418,CDC45
4361,GCNT3
1430,DUSP6
1433,EDAR
4359,DBH
1435,CPT2
4357,ATP6V1B2
4353,LOC102724594
4352,GABRB1
1441,GCNT2
1429,NTNG2
1417,STT3A
1416,SDC2
1415,SRGAP3
1386,FLOT2
1388,PPP1R3E
1390,FLOT1
4377,ENAH
4376,MYH1
4375,MIR1-1
4374,CXCL14
4371,LILRA2
1399,SETD1A
1403,PSTPIP1
1406,OR9Q2
1407,PTDSS1
1408,GRM8
1409,LIPG
1410,C12orf5
1411,TNFRSF4
1412,SSH1
1413,LATS1
1414,KLC3
1331,OR6C68
1442,NQO1
4403,STEAP3
1327,RIMKLB
1251,RFK
1252,NCOA3
4451,ATP5J2
4448,STXBP1
1257,MIR34B
4447,AVPR2
4446,MGAT2
1260,FMO3
1250,UROC1
1261,DUSP10
1263,HMGA2
1264,PIN1
4445,CDC14A
1267,H3F3C
4442,PTPRZ1
4440,GNPAT
1271,HDAC7
1272,UNC5A
1262,DGUOK
1273,CGN
4453,ZBTB16
4454,PLEKHO2
4473,OR1L6
1222,GNMT
1223,SRGAP2
1225,GPX4
1227,OR1J1
1230,ISYNA1
1231,STT3B
4463,PANK2
1248,KLF2
1233,DEGS2
1235,ATP6V1A
1237,SRSF1
1238,OR2H1
4459,GALNT1
4457,DUSP5
1243,RASA4B
4456,MC1R
1246,OR5B21
4462,RAD51
4439,NEDD4
1275,TNFRSF18
4437,HCCS
1306,PLXNB3
4418,AZIN2
1308,OR10H5
4417,EXOC7
4415,PDE6C
1311,MIR26A1
1312,SFRP1
1314,AMDHD1
1305,NLRP1
4412,SLC2A5
1318,F13B
4409,OR2J2
4408,COQ3
4407,RDH16
1323,POU5F1B
4405,COQ5
1325,SRD5A1
1326,CNTNAP2
4411,CHD8
1304,OR5H1
1302,OTC
4420,ST3GAL6
1278,DROSHA
1279,GABRE
4436,NAPRT
1281,OR10A7
1282,HTT
4431,PHOSPHO1
4430,ACYP2
1287,OR4C46
1288,OR4K5
1290,MEF2D
4427,ATP5F1
4425,TAS2R38
4665,SPR
1294,DDB2
4424,TMSB4X
4422,TPCN2
1298,ATP5B
1299,CKM
4421,OR7C2
1328,NAGK
1443,SERPINB10
1444,AGL
1446,HIST1H2AJ
1595,PPP5C
4270,OR52N2
1598,CCL18
1599,ETNK1
1600,TAS2R43
1602,TRPM5
4269,PPP1R3A
4268,NUDT12
4274,OR5AR1
1605,EBP
4267,ULBP3
1608,PRDX6
1612,OSCAR
4263,OR4S1
1614,SHROOM3
4262,PLCH1
1616,DUSP7
1617,DYNC2H1
1606,ESRRB
1618,MAN1A1
4275,CLDN23
1590,PTPRM
1567,FYB
1568,SGOL1
4283,CLDN19
1570,OR2B6
1571,H2AFY2
1572,NARS2
1575,EPHB6
1576,BMF
4276,PHLPP2
1577,GSS
1580,ADRA2C
1581,OR51I2
1583,MIR16-1
1584,RCVRN
4280,MCAT
4278,QDPR
1588,OR2D3
1589,OR4D9
1578,ACY1
